FALSE,6080122,2003,Kumari V,Biological Psychiatry,6,"Reference > Negative Picture-Caption Pairs, Depressed",Cognition.Language.Semantics,10
FALSE,6080122,2003,Kumari V,Biological Psychiatry,7,"Positive > Reference Picture-Caption Pairs, Depressed",Cognition.Language.Semantics,16
FALSE,6080122,2003,Kumari V,Biological Psychiatry,8,"Reference > Positive Picture-Caption Pairs, Depressed",Cognition.Language.Semantics,11
FALSE,6080122,2003,Kumari V,Biological Psychiatry,9,"Negative > Positive Picture-Caption Pairs, Controls",Cognition.Language.Semantics,19
TRUE,6080122,2003,Kumari V,Biological Psychiatry,10,"Positive > Negative Picture-Caption Pairs, Controls",Cognition.Language.Semantics,28
FALSE,6080122,2003,Kumari V,Biological Psychiatry,11,"Negative > Positive Picture-Caption Pairs, Depressed",Cognition.Language.Semantics,14
FALSE,6080122,2003,Kumari V,Biological Psychiatry,12,"Positive > Negative Picture-Caption Pairs, Depressed",Cognition.Language.Semantics,16
FALSE,6080122,2003,Kumari V,Biological Psychiatry,13,"Negative > Reference Picture-Caption Pairs, Controls > Patients",Cognition.Language.Semantics,4
FALSE,6080122,2003,Kumari V,Biological Psychiatry,14,"Negative > Reference Picture-Caption Pairs, Patients > Controls",Cognition.Language.Semantics,4
FALSE,6080122,2003,Kumari V,Biological Psychiatry,15,"Positive > Reference Picture-Caption Pairs, Controls > Patients",Cognition.Language.Semantics,4
FALSE,6080122,2003,Kumari V,Biological Psychiatry,16,"Positive > Reference Picture-Caption Pairs, Patients > Controls",Cognition.Language.Semantics,5
FALSE,6080122,2003,Kumari V,Biological Psychiatry,17,"Positive > Negative Picture-Caption Pairs, Controls > Patients",Cognition.Language.Semantics,4
FALSE,6080122,2003,Kumari V,Biological Psychiatry,18,"Positive > Negative Picture-Caption Pairs, Patients > Controls",Cognition.Language.Semantics,5
FALSE,6080142,2005,Volle E,Cerebral Cortex,1,"MemG Delay One, 1 Square vs. Fixation",Cognition.Memory.Working,2
FALSE,6080142,2005,Volle E,Cerebral Cortex,2,"MemG Delay One, 3 Square vs. 1 Square",Cognition.Memory.Working,7
FALSE,6080142,2005,Volle E,Cerebral Cortex,3,"MemG Delay One, 5 Square vs. 3 Square",Cognition.Memory.Working,11
TRUE,6080142,2005,Volle E,Cerebral Cortex,4,MemG Delay Two vs. MemG Delay One,Cognition.Memory.Working,17
FALSE,6080142,2005,Volle E,Cerebral Cortex,5,MemG Delay Two vs. VisG Delay Two,Cognition.Memory.Working,2
FALSE,6110180,2005,Hui K K S,NeuroImage,1,"Deqi Only, Deactivations",Perception.Somesthesis,87
FALSE,6110180,2005,Hui K K S,NeuroImage,2,"Deqi Only, Activations",Perception.Somesthesis,6
FALSE,6110180,2005,Hui K K S,NeuroImage,3,"Deqi + Pain, Deactivations",Perception.Somesthesis.Pain,7
FALSE,6110180,2005,Hui K K S,NeuroImage,4,"Deqi + Pain, Activations",Perception.Somesthesis.Pain,31
FALSE,6110180,2005,Hui K K S,NeuroImage,5,"Sensory, Deactivations",Perception.Somesthesis,5
TRUE,6110180,2005,Hui K K S,NeuroImage,6,"Sensory, Activations",Perception.Somesthesis,58
FALSE,7020032,2006,Hirshorn E A,Neuropsychologia,1,Switching - Free Generation,"Cognition.Language.Semantics,Cognition.Language.Speech",15
FALSE,7020032,2006,Hirshorn E A,Neuropsychologia,2,Switching - Cluster,"Cognition.Language.Semantics,Cognition.Language.Speech",21
TRUE,7020032,2006,Hirshorn E A,Neuropsychologia,3,Free Generation - Switching,"Cognition.Language.Semantics,Cognition.Language.Speech",16
FALSE,7020032,2006,Hirshorn E A,Neuropsychologia,4,Cluster - Switching,"Cognition.Language.Semantics,Cognition.Language.Speech",25
FALSE,7080216,2003,Egan G F,Proceedings of the National Academy of Sciences,1,"Infusion vs. Rest, Activations",Interoception.Thirst,16
FALSE,7080216,2003,Egan G F,Proceedings of the National Academy of Sciences,2,"Infusion vs. Rest, Deactivations",Interoception.Thirst,16
FALSE,7080216,2003,Egan G F,Proceedings of the National Academy of Sciences,3,"Maximum Thirst, Activations, Subject 1",Interoception.Thirst,14
FALSE,7080216,2003,Egan G F,Proceedings of the National Academy of Sciences,4,"Maximum Thirst, Activations, Subject 2",Interoception.Thirst,22
TRUE,7080216,2003,Egan G F,Proceedings of the National Academy of Sciences,5,"Maximum Thirst, Activations, Subject 3",Interoception.Thirst,5
FALSE,7080216,2003,Egan G F,Proceedings of the National Academy of Sciences,6,"Maximum Thirst, Activations, Subject 4",Interoception.Thirst,9
TRUE,7090252,1998,Zald D H,Brain,1,Saline Solution vs. Pure Distilled Water,Perception.Gustation,8
FALSE,7090252,1998,Zald D H,Brain,2,Saline Solution vs. Chocolate,Perception.Gustation,6
TRUE,7090265,2004,Liu X,NeuroImage,1,Simon Incongruent > Simon Congruent,Cognition.Attention,34
FALSE,7090265,2004,Liu X,NeuroImage,2,Stroop Incongruent > Stroop Congruent,Cognition.Attention,15
FALSE,7090265,2004,Liu X,NeuroImage,3,Simon Incongruent > Simon Congruent and Stroop Incongruent > Stroop Congruent,Cognition.Attention,5
TRUE,8010020,2006,Bayless S J,Neuroscience Letters,1,Negative Feedback,"Cognition.Attention,Cognition.Reasoning",4
FALSE,8010020,2006,Bayless S J,Neuroscience Letters,2,Positive Feedback,"Cognition.Attention,Cognition.Reasoning",6
FALSE,8020050,2007,Kleber B,NeuroImage,1,Overt Singing - Imagined Singing,"Action.Execution.Speech,Cognition.Music",15
TRUE,8020050,2007,Kleber B,NeuroImage,2,Imagined Singing - Overt Singing,"Action.Imagination,Cognition.Music",13
FALSE,8030079,2007,Mobbs D,Science,1,"Cue, Predator vs. Cue, Yoked Control","Emotion.Other,Cognition.Other,Emotion.Fear",8
FALSE,8030079,2007,Mobbs D,Science,2,Predator - Yoked Control,"Cognition.Other,Emotion.Other",6
FALSE,8030079,2007,Mobbs D,Science,3,Yoked Control - Predator,"Cognition.Other,Emotion.Other",4
FALSE,8030079,2007,Mobbs D,Science,4,"Chase, Predator, High Correlated with a Distal Predator-Prey Distance","Emotion.Fear,Emotion.Other,Cognition.Other",5
FALSE,8030079,2007,Mobbs D,Science,5,"Chase, Predator, Low Correlated with a Distal Predator-Prey Distance","Emotion.Fear,Emotion.Other,Cognition.Other",3
FALSE,8030079,2007,Mobbs D,Science,6,"Chase, Predator, High Correlated with a Proximal Predator-Prey Distance","Emotion.Fear,Cognition.Other,Emotion.Other",6
FALSE,8030079,2007,Mobbs D,Science,7,"Chase, Predator, Low Correlated with a Proximal Predator-Prey Distance","Emotion.Fear,Cognition.Other,Emotion.Other",6
FALSE,8030079,2007,Mobbs D,Science,8,"Chase, Predator, High - Chase, Predator, Low","Emotion.Fear,Cognition.Other,Emotion.Other",4
FALSE,8030079,2007,Mobbs D,Science,9,"Chase, Predator, Low - Chase, Predator, HIgh","Emotion.Fear,Cognition.Other,Emotion.Other",5
FALSE,8030079,2007,Mobbs D,Science,10,"Chase, Predator, High Correlated with Increased Dread of Capture","Emotion.Fear,Cognition.Other,Emotion.Other",7
FALSE,8030079,2007,Mobbs D,Science,11,"Chase, Predator, Low Correlated with Increased Dread of Capture","Emotion.Fear,Cognition.Other,Emotion.Other",7
FALSE,8030079,2007,Mobbs D,Science,12,"Chase, Predator, High Correlated with Decreased Dread of Capture","Emotion.Fear,Cognition.Other,Emotion.Other",7
TRUE,8030079,2007,Mobbs D,Science,13,"Chase, Predator, Low Correlated with Decreased Dread of Capture","Emotion.Fear,Cognition.Other,Emotion.Other",8
FALSE,8030079,2007,Mobbs D,Science,14,"Chase, Predator, High Correlated with Increased Confidence of Escape","Emotion.Fear,Cognition.Other,Emotion.Other",6
FALSE,8030079,2007,Mobbs D,Science,15,"Chase, Predator, High Correlated with Decreased Confidence of Escape","Emotion.Fear,Cognition.Other,Emotion.Other",6
FALSE,8030079,2007,Mobbs D,Science,16,"Chase, Predator, Low Correlated with Increased Confidence of Escape","Emotion.Fear,Emotion.Other,Cognition.Other",3
FALSE,8030079,2007,Mobbs D,Science,17,"Chase, Predator, Low Correlated with Decreased Confidence of Escape","Emotion.Fear,Emotion.Other,Cognition.Other",2
FALSE,8040099,2006,Assaf M,Psychiatry Research,1,Correct Recall,"Cognition.Memory.Explicit,Cognition.Language.Semantics",15
FALSE,8040099,2006,Assaf M,Psychiatry Research,2,Correct No Recall,Cognition.Language.Semantics,14
FALSE,8040099,2006,Assaf M,Psychiatry Research,3,Correct Associated,Cognition.Language.Semantics,18
FALSE,8040099,2006,Assaf M,Psychiatry Research,4,Correct Non Associated,Cognition.Language.Semantics,17
FALSE,8040099,2006,Assaf M,Psychiatry Research,5,Correct Recall > No Recall,"Cognition.Memory.Explicit,Cognition.Language.Semantics",9
TRUE,8040099,2006,Assaf M,Psychiatry Research,6,Correct Associated > Non Associated,Cognition.Language.Semantics,4
FALSE,8040099,2006,Assaf M,Psychiatry Research,7,Correct Non Associated > Associated,Cognition.Language.Semantics,3
FALSE,8100248,2004,Mathews A,Journal of Cognitive Neuroscience,1,"Fear > Neutral, View",Emotion.Fear,22
TRUE,8100248,2004,Mathews A,Journal of Cognitive Neuroscience,2,"Fear > Neutral, View; Positively Correlated with BIS Scores",Emotion.Fear,7
FALSE,8100248,2004,Mathews A,Journal of Cognitive Neuroscience,3,"Fear > Neutral, Non-Emotional",Emotion.Fear,4
FALSE,8100248,2004,Mathews A,Journal of Cognitive Neuroscience,4,"Fear > Neutral, Non-Emotional; Positively Correlated with BIS Scores",Emotion.Fear,1
FALSE,8100248,2004,Mathews A,Journal of Cognitive Neuroscience,5,"Fear > Neutral, Emotional",Emotion.Fear,14
FALSE,8100248,2004,Mathews A,Journal of Cognitive Neuroscience,6,"Fear > Neutral, Emotional; Positively Correlated with BIS Scores",Emotion.Fear,5
FALSE,8110303,2003,Small D M,Neuron,1,(IP + IUP) - (WP + WUP),Perception.Gustation,18
FALSE,8110303,2003,Small D M,Neuron,2,IP - WP,Perception.Gustation,14
FALSE,8110303,2003,Small D M,Neuron,3,IUP - WUP,Perception.Gustation,16
TRUE,8110303,2003,Small D M,Neuron,4,(IP + WP) - Tasteless Liquid,Perception.Gustation,14
FALSE,8110303,2003,Small D M,Neuron,5,IP - IUP,Perception.Gustation,3
FALSE,8110303,2003,Small D M,Neuron,6,IP - WUP,Perception.Gustation,2
FALSE,8110303,2003,Small D M,Neuron,7,WP - WUP,Perception.Gustation,2
FALSE,8110303,2003,Small D M,Neuron,8,(IUP +WUP) - Tasteless Liquid,Perception.Gustation,26
FALSE,8110303,2003,Small D M,Neuron,9,IUP - IP,Perception.Gustation,4
FALSE,8110303,2003,Small D M,Neuron,10,WUP - WP,Perception.Gustation,3
FALSE,8110308,2004,Vartanian O,Neuroreport,1,Representational - Abstract,Cognition.Other,4
FALSE,8110308,2004,Vartanian O,Neuroreport,2,Original - Altered,Cognition.Other,2
FALSE,8110308,2004,Vartanian O,Neuroreport,3,Original - Filtered,Cognition.Other,1
FALSE,8110308,2004,Vartanian O,Neuroreport,4,"(Representational, Orig - Representational, Filt) - (Abstract, Orig - Abstract, Filt)",Cognition.Other,4
FALSE,8110308,2004,Vartanian O,Neuroreport,5,Brain Areas that Decreased in Activation in Response to Decreasing Preference,Cognition.Other,1
TRUE,8110308,2004,Vartanian O,Neuroreport,6,Brain Areas that Increased in Activation in Response to Increasing Preference,Cognition.Other,9
FALSE,9010024,2008,Wittfoth M,Brain Research,1,Incompatible > Compatible,Cognition.Attention,14
FALSE,9010024,2008,Wittfoth M,Brain Research,2,"Error, Compatible > Compatible",Cognition.Attention,8
FALSE,9010024,2008,Wittfoth M,Brain Research,3,"Error, Incompatible > Incompatible",Cognition.Attention,14
FALSE,9010024,2008,Wittfoth M,Brain Research,4,"(Error, Compatible > Compatible) > (Error, Incompatible > Incompatible)",Cognition.Attention,16
TRUE,9010024,2008,Wittfoth M,Brain Research,5,"(Error, Incompatible > Incompatible) > (Error, Compatible > Compatible)",Cognition.Attention,16
FALSE,9010024,2008,Wittfoth M,Brain Research,6,"(Error, Compatible > Compatible) + (Error, Incompatible > Incompatible)",Cognition.Attention,3
FALSE,9010024,2008,Wittfoth M,Brain Research,7,"(Error, Compatible > Compatible) + (Incompatible > Compatible)",Cognition.Attention,4
FALSE,9010024,2008,Wittfoth M,Brain Research,8,"(Error, Incompatible > Incompatible) + (Incompatible > Compatible)",Cognition.Attention,3
TRUE,9020034,2009,Ewbank M P,NeuroImage,1,"Attended Anger > Attended Neutral, (Trait Anxiety)","Emotion.Anger,Cognition.Attention",5
FALSE,9020034,2009,Ewbank M P,NeuroImage,2,"Attended Anger > Attended Neutral, (State Anxiety)","Emotion.Anger,Cognition.Attention",1
FALSE,9020034,2009,Ewbank M P,NeuroImage,3,"Attended Anger > Attended Fear, (Trait Anxiety)","Emotion.Anger,Cognition.Attention",2
FALSE,9020034,2009,Ewbank M P,NeuroImage,4,"Attended Anger > Attended Fear, (State Anxiety)","Emotion.Anger,Cognition.Attention",1
FALSE,9020034,2009,Ewbank M P,NeuroImage,5,"Attended Anger > Unattended Anger, (Trait Anxiety)","Emotion.Anger,Cognition.Attention",7
FALSE,9020034,2009,Ewbank M P,NeuroImage,6,"Attended Anger > Unattended Anger, (State Anxiety)","Emotion.Anger,Cognition.Attention",1
FALSE,9020034,2009,Ewbank M P,NeuroImage,7,"Unattended Fear > Unattended Neutral, (Trait Anxiety)","Emotion.Fear,Cognition.Attention",2
FALSE,9020034,2009,Ewbank M P,NeuroImage,8,"Unattended Fear > Unattended Anger, (Trait Anxiety)","Emotion.Fear,Cognition.Attention",5
FALSE,9020034,2009,Ewbank M P,NeuroImage,9,"Unattended Fear > Unattended Anger, (State Anxiety)","Emotion.Fear,Cognition.Attention",5
FALSE,9090109,2008,Coderre E L,Brain and Language,1,Kana Words > Kanji Words,Cognition.Language,10
FALSE,9090109,2008,Coderre E L,Brain and Language,2,Kana Incongruent > Kana Congruent,Cognition.Attention,5
TRUE,9090109,2008,Coderre E L,Brain and Language,3,Kanji Incongruent > Kanji Congruent,Cognition.Attention,5
FALSE,9090109,2008,Coderre E L,Brain and Language,4,(Kana Incongruent > Kana Congruent) > (Kanji Incongruent > Kanji congruent),"Cognition.Attention,Cognition.Language",7
FALSE,9090109,2008,Coderre E L,Brain and Language,5,Kana Incongruent > Kana Words,Cognition.Attention,7
FALSE,9090109,2008,Coderre E L,Brain and Language,6,Kanji Incongruent > Kanji Words,Cognition.Attention,6
FALSE,9090123,2009,Janata P,Cerebral Cortex,1,Summary of Significant Activations Associated with the MusPlay Regressor,"Cognition.Music,Emotion.Other,Cognition.Memory.Explicit",10
FALSE,9090123,2009,Janata P,Cerebral Cortex,2,Summary of Loci at which BOLD Signal Correlated Positively with Familiarity,"Cognition.Music,Emotion.Other,Cognition.Memory.Explicit",28
FALSE,9090123,2009,Janata P,Cerebral Cortex,3,Loci in which Activity was Positively Correlated with the Degree of Autobiographical Salience,"Cognition.Music,Emotion.Other,Cognition.Memory.Explicit",9
TRUE,9090123,2009,Janata P,Cerebral Cortex,4,Loci at which Changes in BOLD Signal were Pos. Correlated w/ the Degree of Postive Affect,"Cognition.Music,Emotion.Other,Cognition.Memory.Explicit",6
FALSE,9090123,2009,Janata P,Cerebral Cortex,5,Summary of Tonality Tracking Activation Clusters,"Cognition.Music,Emotion.Other,Cognition.Memory.Explicit",18
FALSE,9090164,2009,Beck A,Biological Psychiatry,1,"Monetary Gain > Neutral, Healthy Controls","Cognition.Other,Emotion.Other",6
FALSE,9090164,2009,Beck A,Biological Psychiatry,2,"Monetary Gain > Neutral, Alcoholics","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",7
FALSE,9090164,2009,Beck A,Biological Psychiatry,3,"Monetary Loss > Neutral, Healthy Controls","Cognition.Other,Emotion.Other",12
FALSE,9090164,2009,Beck A,Biological Psychiatry,4,"Monetary Loss > Neutral, Alcoholics","Pharmacology.Alcohol,Cognition.Other,Emotion.Other",4
FALSE,9090164,2009,Beck A,Biological Psychiatry,5,"Successful - Non-Successful Loss Avoidance Trials, Healthy Controls","Cognition.Other,Emotion.Other",11
FALSE,9090164,2009,Beck A,Biological Psychiatry,6,"Successful - Non-Successful Loss Avoidance Trials, Healthy Controls > Alcoholics","Pharmacology.Alcohol,Cognition.Other,Emotion.Other",11
FALSE,9090164,2009,Beck A,Biological Psychiatry,7,"Monetary Gain > Neutral correlated with Barratt Impulsiveness Scale Total Score (All, p < 0.001)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",2
FALSE,9090164,2009,Beck A,Biological Psychiatry,8,"Monetary Gain > Neutral correlated with Barratt Impulsiveness Scale Cognitive Score (All, p < 0.001)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",2
FALSE,9090164,2009,Beck A,Biological Psychiatry,9,"Monetary Gain > Neutral correlated with Barratt Impulsiveness Scale Motor Score (All, p < 0.001)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",1
FALSE,9090164,2009,Beck A,Biological Psychiatry,10,"Monetary Gain > Neutral correlated with Barratt Impulsiveness Scale Non-Planning (All, p < 0.001)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",3
FALSE,9090164,2009,Beck A,Biological Psychiatry,11,"Monetary Gain > Neutral correlated with Barratt Impulsiveness Scale Total Score (Alcohol, p < 0.05)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",2
TRUE,9090164,2009,Beck A,Biological Psychiatry,12,"Monetary Gain > Neutral correlated with Barratt Impulsiveness Scale Cognitive Score (HC, p < 0.05)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",1
FALSE,9090164,2009,Beck A,Biological Psychiatry,13,"Monetary Gain > Neutral correlated with Barratt Impulsiveness Scale Cognitive Score (Alco, p < 0.05)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",2
FALSE,9090164,2009,Beck A,Biological Psychiatry,14,"Monetary Gain > Neutral correlated with Barratt Impulsiveness Scale Non-Planning (Alcohol, p < 0.05)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",1
FALSE,9090164,2009,Beck A,Biological Psychiatry,15,"Monetary Loss > Neutral correlated with Barratt Impulsiveness Scale Total Score (Alcholic, p < 0.05)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",1
FALSE,9090164,2009,Beck A,Biological Psychiatry,16,"Monetary Loss > Neutral correlated with Barratt Impulsiveness Scale Cognitive Score (Alc, p < 0.05)","Cognition.Other,Emotion.Other,Pharmacology.Alcohol",1
FALSE,10020011,2006,Daw N D,Nature,1,Activations Correlated to Number of Points Received,"Cognition.Other,Emotion.Other",1
TRUE,10020011,2006,Daw N D,Nature,2,Regions Correlated to Probability Assigned by Model,"Cognition.Other,Emotion.Other",3
FALSE,10020011,2006,Daw N D,Nature,3,Exploration > Exploit,"Cognition.Other,Emotion.Other",7
FALSE,10020011,2006,Daw N D,Nature,4,Prediction Error,"Cognition.Other,Emotion.Other",2
FALSE,10030040,2005,Killgore W D,Developmental Psychobiology,1,Low-Calorie and High-Calorie Image Conjunction Analysis,Perception.Gustation,14
TRUE,10030040,2005,Killgore W D,Developmental Psychobiology,2,High-Calorie Foods > Non-Edible Objects,Perception.Gustation,12
FALSE,10030040,2005,Killgore W D,Developmental Psychobiology,3,Positive Correlation with Adolescents in Response to Images of High-Calorie Foods,Perception.Gustation,4
FALSE,10030040,2005,Killgore W D,Developmental Psychobiology,4,Negative Correlation with Adolescents in Response to Images of High-Calorie Foods,Perception.Gustation,9
FALSE,10030040,2005,Killgore W D,Developmental Psychobiology,5,"Adults > Adolescents, High-Calorie Foods",Perception.Gustation,9
FALSE,10030040,2005,Killgore W D,Developmental Psychobiology,6,"Adolescents > Adults, High-Calorie Foods",Perception.Gustation,16
FALSE,10030040,2005,Killgore W D,Developmental Psychobiology,7,Low-Calorie Foods > Non-Edible Objects,Perception.Gustation,11
